id,usia,gender,year_in_school,major,pendapatan,bantuan,pendidikan,tempat_tinggal,makanan,transportasi,buku,hiburan,perawatan,teknologi,kesehatan,lainnya,preferred_payment_method,total_pemasukan,total_pengeluaran,sisa_uang,rasio_pengeluaran,financial_score,status_finansial,cluster,nama_cluster
270,20,Female,Freshman,Computer Science,23456000,15632000,2880000.0,3350400.0,1584800.0,648000.0,371200.0,648000.0,537600.0,1231200.0,168000.0,476000.0,Credit/Debit Card,39088000,11895200.0,27192800.0,0.3043184609087188,71.91,Sangat Sehat,0,Mahasiswa Mapan & Hemat
271,24,Male,Junior,Biology,18016000,10384000,1901333.0,2318400.0,1450400.0,302400.0,339200.0,273600.0,240800.0,468000.0,224000.0,481600.0,Cash,28400000,7999733.0,20400267.0,0.2816807394366197,74.0,Sangat Sehat,0,Mahasiswa Mapan & Hemat
272,23,Non-binary,Senior,Biology,18016000,144000,2952000.0,4800000.0,1153600.0,648000.0,537600.0,336000.0,532000.0,2124000.0,672000.0,408800.0,Cash,18160000,14164000.0,3996000.0,0.7799559471365639,31.25,Bahaya,1,Mahasiswa Boros / Defisit
273,21,Non-binary,Senior,Biology,9888000,14656000,2641067.0,2203200.0,1075200.0,696000.0,1292800.0,412800.0,453600.0,878400.0,840000.0,632800.0,Cash,24544000,11125867.0,13418133.0,0.4533029253585398,62.58,Stabil,0,Mahasiswa Mapan & Hemat
274,22,Non-binary,Junior,Biology,12560000,4848000,1864000.0,1953600.0,1372000.0,307200.0,588800.0,225600.0,459200.0,676800.0,582400.0,1030400.0,Mobile Payment App,17408000,9060000.0,8348000.0,0.5204503676470589,58.85,Waspada,0,Mahasiswa Mapan & Hemat
275,18,Non-binary,Senior,Computer Science,12320000,8864000,1885333.0,2246400.0,957600.0,499200.0,595200.0,360000.0,123200.0,532800.0,1069600.0,1019200.0,Cash,21184000,9288533.0,11895467.0,0.4384692692598187,64.42,Stabil,0,Mahasiswa Mapan & Hemat
276,25,Non-binary,Sophomore,Psychology,22896000,13696000,2781867.0,2534400.0,2111200.0,744000.0,1222400.0,715200.0,313600.0,842400.0,694400.0,968800.0,Credit/Debit Card,36592000,12928267.0,23663733.0,0.3533085647135986,68.37,Sangat Sehat,0,Mahasiswa Mapan & Hemat
277,18,Female,Freshman,Biology,21408000,7856000,2109333.0,3748800.0,560000.0,667200.0,1120000.0,619200.0,134400.0,1202400.0,834400.0,767200.0,Credit/Debit Card,29264000,11762933.0,17501067.0,0.40195916484417715,66.61,Stabil,0,Mahasiswa Mapan & Hemat
278,25,Female,Sophomore,Psychology,17936000,12704000,1875733.0,1953600.0,2032800.0,484800.0,1088000.0,288000.0,168000.0,1209600.0,565600.0,694400.0,Mobile Payment App,30640000,10360533.0,20279467.0,0.3381375,69.42,Sangat Sehat,0,Mahasiswa Mapan & Hemat
279,24,Female,Freshman,Engineering,19920000,10800000,3110933.0,4531200.0,1092000.0,513600.0,563200.0,379200.0,532000.0,1195200.0,1114400.0,683200.0,Credit/Debit Card,30720000,13714933.0,17005067.0,0.4464496419270833,65.57,Stabil,0,Mahasiswa Mapan & Hemat
280,20,Female,Senior,Computer Science,11968000,3568000,1782933.0,4411200.0,560000.0,681600.0,1702400.0,369600.0,336000.0,741600.0,1114400.0,487200.0,Mobile Payment App,15536000,12186933.0,3349067.0,0.7844318357363542,30.78,Bahaya,1,Mahasiswa Boros / Defisit
281,20,Female,Junior,Biology,22224000,7632000,1925333.0,3892800.0,851200.0,436800.0,1497600.0,393600.0,184800.0,1231200.0,537600.0,173600.0,Credit/Debit Card,29856000,11124533.0,18731467.0,0.372606276795284,69.07,Sangat Sehat,0,Mahasiswa Mapan & Hemat
282,19,Female,Junior,Engineering,17952000,12640000,3183467.0,4032000.0,2044000.0,499200.0,857600.0,307200.0,548800.0,1447200.0,319200.0,940800.0,Credit/Debit Card,30592000,14179467.0,16412533.0,0.4635024516213389,65.37,Stabil,0,Mahasiswa Mapan & Hemat
283,23,Male,Senior,Psychology,17808000,15280000,2909867.0,3710400.0,1954400.0,854400.0,505600.0,648000.0,436800.0,1440000.0,756000.0,711200.0,Cash,33088000,13926667.0,19161333.0,0.42089781794003867,67.21,Sangat Sehat,0,Mahasiswa Mapan & Hemat
284,20,Female,Sophomore,Economics,14064000,8752000,2696000.0,1953600.0,946400.0,504000.0,1792000.0,432000.0,347200.0,1713600.0,459200.0,963200.0,Cash,22816000,11807200.0,11008800.0,0.5174964936886396,55.92,Waspada,0,Mahasiswa Mapan & Hemat
285,18,Non-binary,Freshman,Economics,23824000,3232000,2512000.0,4420800.0,565600.0,897600.0,780800.0,624000.0,212800.0,1771200.0,537600.0,1080800.0,Mobile Payment App,27056000,13403200.0,13652800.0,0.4953873447664104,63.35,Stabil,0,Mahasiswa Mapan & Hemat
286,22,Female,Freshman,Biology,13904000,1360000,3128533.0,3619200.0,2122400.0,609600.0,1369600.0,532800.0,358400.0,1987200.0,207200.0,588000.0,Cash,15264000,14522933.0,741067.0,0.9514500131027254,16.59,Bahaya,1,Mahasiswa Boros / Defisit
287,23,Male,Junior,Psychology,22096000,8320000,2701867.0,2995200.0,1993600.0,312000.0,620800.0,264000.0,470400.0,763200.0,364000.0,285600.0,Mobile Payment App,30416000,10770667.0,19645333.0,0.3541118819042609,70.6,Sangat Sehat,0,Mahasiswa Mapan & Hemat
288,21,Non-binary,Sophomore,Biology,21200000,11760000,2139733.0,4224000.0,1512000.0,960000.0,1472000.0,580800.0,543200.0,1785600.0,571200.0,879200.0,Cash,32960000,14667733.0,18292267.0,0.4450161711165049,65.89,Stabil,0,Mahasiswa Mapan & Hemat
289,20,Male,Senior,Psychology,9296000,7872000,1976000.0,2150400.0,1780800.0,547200.0,1190400.0,619200.0,476000.0,1548000.0,1052800.0,560000.0,Cash,17168000,11900800.0,5267200.0,0.6931966449207828,36.84,Bahaya,1,Mahasiswa Boros / Defisit
290,22,Non-binary,Senior,Engineering,11104000,3920000,2208000.0,3321600.0,2228800.0,441600.0,1376000.0,120000.0,515200.0,1778400.0,756000.0,156800.0,Mobile Payment App,15024000,12902400.0,2121600.0,0.8587859424920128,24.51,Bahaya,1,Mahasiswa Boros / Defisit
291,24,Female,Sophomore,Economics,9840000,9008000,1807467.0,1934400.0,1120000.0,523200.0,403200.0,696000.0,442400.0,1677600.0,358400.0,856800.0,Mobile Payment App,18848000,9819467.0,9028533.0,0.5209819078947369,57.67,Waspada,0,Mahasiswa Mapan & Hemat
292,25,Female,Sophomore,Economics,22304000,8304000,2665600.0,4219200.0,1243200.0,403200.0,902400.0,100800.0,375200.0,691200.0,565600.0,621600.0,Credit/Debit Card,30608000,11788000.0,18820000.0,0.38512807109252484,69.52,Sangat Sehat,0,Mahasiswa Mapan & Hemat
293,25,Female,Freshman,Biology,12800000,3568000,3129067.0,3974400.0,1668800.0,451200.0,1062400.0,609600.0,453600.0,1648800.0,268800.0,397600.0,Credit/Debit Card,16368000,13664267.0,2703733.0,0.8348159213098729,25.92,Bahaya,1,Mahasiswa Boros / Defisit
294,20,Male,Senior,Psychology,14608000,10144000,1888533.0,3206400.0,2100000.0,897600.0,1094400.0,336000.0,509600.0,648000.0,744800.0,1120000.0,Cash,24752000,12545333.0,12206667.0,0.5068411845507433,63.75,Stabil,0,Mahasiswa Mapan & Hemat
295,19,Male,Sophomore,Psychology,19888000,14112000,2970667.0,2755200.0,593600.0,912000.0,467200.0,408000.0,543200.0,1900800.0,526400.0,459200.0,Mobile Payment App,34000000,11536267.0,22463733.0,0.3393019705882353,67.51,Sangat Sehat,0,Mahasiswa Mapan & Hemat
296,20,Female,Sophomore,Economics,10480000,10960000,1661333.0,2308800.0,1512000.0,753600.0,851200.0,465600.0,123200.0,806400.0,448000.0,548800.0,Credit/Debit Card,21440000,9478933.0,11961067.0,0.44211441231343285,66.79,Sangat Sehat,0,Mahasiswa Mapan & Hemat
297,18,Male,Freshman,Biology,10672000,10352000,2473067.0,4348800.0,1260000.0,590400.0,1305600.0,388800.0,201600.0,640800.0,184800.0,767200.0,Credit/Debit Card,21024000,12161067.0,8862933.0,0.578437357305936,54.02,Waspada,1,Mahasiswa Boros / Defisit
298,24,Non-binary,Senior,Economics,23328000,112000,2742933.0,2424000.0,1842400.0,672000.0,1696000.0,662400.0,364000.0,583200.0,274400.0,1108800.0,Credit/Debit Card,23440000,12370133.0,11069867.0,0.5277360494880546,57.71,Waspada,0,Mahasiswa Mapan & Hemat
299,22,Non-binary,Sophomore,Biology,14800000,5600000,2370667.0,2539200.0,1271200.0,244800.0,1107200.0,633600.0,134400.0,417600.0,1024800.0,414400.0,Mobile Payment App,20400000,10157867.0,10242133.0,0.4979346568627451,62.06,Waspada,0,Mahasiswa Mapan & Hemat
300,21,Non-binary,Senior,Economics,17680000,560000,2194133.0,2001600.0,1724800.0,854400.0,972800.0,681600.0,504000.0,2059200.0,470400.0,778400.0,Credit/Debit Card,18240000,12241333.0,5998667.0,0.6711257127192982,39.08,Bahaya,1,Mahasiswa Boros / Defisit
301,18,Male,Junior,Biology,11792000,7840000,2945067.0,3638400.0,756000.0,768000.0,672000.0,312000.0,448000.0,2023200.0,828800.0,627200.0,Cash,19632000,13018667.0,6613333.0,0.6631350346373268,40.61,Bahaya,1,Mahasiswa Boros / Defisit
302,25,Female,Freshman,Computer Science,23920000,14272000,2946667.0,3681600.0,1019200.0,465600.0,1363200.0,648000.0,168000.0,1411200.0,302400.0,117600.0,Mobile Payment App,38192000,12123467.0,26068533.0,0.3174347245496439,70.09,Sangat Sehat,0,Mahasiswa Mapan & Hemat
303,20,Male,Senior,Economics,20768000,15536000,2667733.0,3441600.0,1394400.0,302400.0,1369600.0,345600.0,224000.0,1584000.0,448000.0,145600.0,Mobile Payment App,36304000,11922933.0,24381067.0,0.3284192650947554,69.79,Sangat Sehat,0,Mahasiswa Mapan & Hemat
304,21,Male,Sophomore,Psychology,20352000,12544000,1977600.0,3888000.0,2038400.0,432000.0,761600.0,153600.0,375200.0,655200.0,817600.0,840000.0,Credit/Debit Card,32896000,11939200.0,20956800.0,0.36293774319066147,71.46,Sangat Sehat,0,Mahasiswa Mapan & Hemat
305,19,Female,Senior,Biology,8176000,13200000,2870933.0,4401600.0,1125600.0,729600.0,748800.0,705600.0,235200.0,1756800.0,420000.0,705600.0,Credit/Debit Card,21376000,13699733.0,7676267.0,0.6408931979790419,44.88,Bahaya,1,Mahasiswa Boros / Defisit
306,21,Female,Sophomore,Engineering,18576000,9056000,2761600.0,3134400.0,2133600.0,744000.0,1363200.0,556800.0,252000.0,1497600.0,778400.0,974400.0,Credit/Debit Card,27632000,14196000.0,13436000.0,0.5137521713954835,60.55,Waspada,0,Mahasiswa Mapan & Hemat
307,21,Male,Senior,Psychology,17792000,15088000,3110400.0,4228800.0,1635200.0,446400.0,1843200.0,648000.0,459200.0,482400.0,571200.0,879200.0,Mobile Payment App,32880000,14304000.0,18576000.0,0.43503649635036495,65.83,Stabil,0,Mahasiswa Mapan & Hemat
308,25,Male,Junior,Economics,15328000,7216000,3172800.0,3144000.0,912800.0,374400.0,614400.0,720000.0,302400.0,561600.0,425600.0,985600.0,Cash,22544000,11213600.0,11330400.0,0.4974095102909865,61.96,Waspada,0,Mahasiswa Mapan & Hemat
309,25,Non-binary,Junior,Engineering,18816000,2976000,2156800.0,2952000.0,1786400.0,446400.0,691200.0,220800.0,537600.0,1324800.0,341600.0,207200.0,Credit/Debit Card,21792000,10664800.0,11127200.0,0.4893906020558003,65.01,Stabil,0,Mahasiswa Mapan & Hemat
310,20,Non-binary,Senior,Engineering,11632000,7216000,1773333.0,2736000.0,1416800.0,364800.0,627200.0,264000.0,274400.0,1648800.0,537600.0,543200.0,Cash,18848000,10186133.0,8661867.0,0.5404357491511036,57.2,Waspada,0,Mahasiswa Mapan & Hemat
311,25,Non-binary,Senior,Biology,23728000,13216000,1625600.0,3518400.0,761600.0,494400.0,1779200.0,547200.0,123200.0,2030400.0,616000.0,336000.0,Credit/Debit Card,36944000,11832000.0,25112000.0,0.32026851450844523,69.29,Sangat Sehat,0,Mahasiswa Mapan & Hemat
312,24,Male,Junior,Computer Science,14096000,1552000,2604800.0,4113600.0,1904000.0,796800.0,940800.0,163200.0,179200.0,2145600.0,644000.0,212800.0,Credit/Debit Card,15648000,13704800.0,1943200.0,0.8758179959100204,24.14,Bahaya,1,Mahasiswa Boros / Defisit
313,21,Male,Freshman,Engineering,21552000,10144000,3075200.0,2697600.0,2228800.0,643200.0,1420800.0,206400.0,313600.0,777600.0,907200.0,190400.0,Mobile Payment App,31696000,12460800.0,19235200.0,0.39313478041393235,67.68,Sangat Sehat,0,Mahasiswa Mapan & Hemat
314,22,Female,Freshman,Psychology,11600000,2112000,2387733.0,3945600.0,840000.0,292800.0,1228800.0,638400.0,498400.0,1468800.0,744800.0,532000.0,Mobile Payment App,13712000,12577333.0,1134667.0,0.9172500729288214,18.13,Bahaya,1,Mahasiswa Boros / Defisit
315,18,Non-binary,Sophomore,Biology,16000000,4320000,2224533.0,4123200.0,1086400.0,667200.0,1574400.0,489600.0,364000.0,669600.0,1036000.0,851200.0,Credit/Debit Card,20320000,13086133.0,7233867.0,0.6440026082677165,44.3,Bahaya,1,Mahasiswa Boros / Defisit
316,24,Female,Sophomore,Engineering,12720000,9280000,2200533.0,2179200.0,1265600.0,633600.0,729600.0,561600.0,403200.0,1137600.0,744800.0,739200.0,Credit/Debit Card,22000000,10594933.0,11405067.0,0.48158786363636363,62.28,Stabil,0,Mahasiswa Mapan & Hemat
317,18,Male,Senior,Economics,13904000,7152000,2113067.0,1996800.0,2066400.0,537600.0,454400.0,211200.0,285600.0,1152000.0,414400.0,240800.0,Mobile Payment App,21056000,9472267.0,11583733.0,0.44986070478723406,66.58,Stabil,0,Mahasiswa Mapan & Hemat
318,24,Female,Freshman,Biology,8688000,2832000,2572267.0,4684800.0,1652000.0,734400.0,550400.0,513600.0,201600.0,1029600.0,660800.0,963200.0,Credit/Debit Card,11520000,13562667.0,-2042667.0,1.17731484375,15.64,Bahaya,1,Mahasiswa Boros / Defisit
319,25,Male,Sophomore,Economics,23520000,6448000,2965867.0,3379200.0,996800.0,499200.0,1107200.0,172800.0,280000.0,583200.0,784000.0,638400.0,Credit/Debit Card,29968000,11406667.0,18561333.0,0.38062823678590496,67.6,Sangat Sehat,0,Mahasiswa Mapan & Hemat
320,19,Female,Freshman,Economics,11744000,13408000,2368533.0,2097600.0,1036000.0,379200.0,339200.0,619200.0,117600.0,1072800.0,672000.0,296800.0,Cash,25152000,8998933.0,16153067.0,0.3577820054071247,67.4,Sangat Sehat,0,Mahasiswa Mapan & Hemat
321,20,Female,Freshman,Computer Science,10704000,10208000,3162133.0,2822400.0,1624000.0,844800.0,1395200.0,355200.0,128800.0,1432800.0,364000.0,834400.0,Mobile Payment App,20912000,12963733.0,7948267.0,0.6199183722264728,45.84,Waspada,1,Mahasiswa Boros / Defisit
322,19,Female,Junior,Psychology,21376000,6672000,2417600.0,3883200.0,1500800.0,628800.0,1516800.0,460800.0,492800.0,2080800.0,632800.0,672000.0,Cash,28048000,14286400.0,13761600.0,0.5093553907586994,61.15,Waspada,0,Mahasiswa Mapan & Hemat
323,21,Female,Sophomore,Economics,22976000,6960000,2887467.0,3590400.0,1534400.0,427200.0,1408000.0,163200.0,442400.0,1735200.0,660800.0,632800.0,Mobile Payment App,29936000,13481867.0,16454133.0,0.45035632683057186,64.34,Stabil,0,Mahasiswa Mapan & Hemat
324,21,Non-binary,Freshman,Engineering,21424000,12432000,2822400.0,2443200.0,1372000.0,542400.0,448000.0,484800.0,263200.0,2138400.0,873600.0,229600.0,Mobile Payment App,33856000,11617600.0,22238400.0,0.34314744801512287,67.53,Sangat Sehat,0,Mahasiswa Mapan & Hemat
325,18,Female,Freshman,Biology,9744000,3216000,2387733.0,4464000.0,1456000.0,854400.0,1740800.0,470400.0,464800.0,993600.0,722400.0,291200.0,Credit/Debit Card,12960000,13845333.0,-885333.0,1.0683127314814815,14.68,Bahaya,1,Mahasiswa Boros / Defisit
326,21,Non-binary,Sophomore,Economics,16576000,2704000,2443733.0,2044800.0,1153600.0,907200.0,1516800.0,672000.0,392000.0,424800.0,588000.0,688800.0,Mobile Payment App,19280000,10831733.0,8448267.0,0.561811877593361,52.3,Waspada,0,Mahasiswa Mapan & Hemat
327,25,Female,Senior,Engineering,20944000,13440000,2973333.0,4430400.0,1439200.0,552000.0,1683200.0,374400.0,112000.0,1699200.0,218400.0,436800.0,Mobile Payment App,34384000,13918933.0,20465067.0,0.40480842833876224,67.65,Sangat Sehat,0,Mahasiswa Mapan & Hemat
328,25,Male,Sophomore,Engineering,23536000,8336000,2340267.0,2419200.0,1909600.0,542400.0,486400.0,163200.0,375200.0,1555200.0,436800.0,201600.0,Cash,31872000,10429867.0,21442133.0,0.327242313002008,70.92,Sangat Sehat,0,Mahasiswa Mapan & Hemat
329,19,Male,Freshman,Engineering,10528000,7792000,1908800.0,3384000.0,1635200.0,825600.0,1267200.0,96000.0,280000.0,1504800.0,380800.0,117600.0,Mobile Payment App,18320000,11400000.0,6920000.0,0.6222707423580786,48.7,Waspada,1,Mahasiswa Boros / Defisit
330,19,Male,Junior,Engineering,10944000,11648000,2883733.0,4574400.0,907200.0,513600.0,748800.0,307200.0,302400.0,1872000.0,929600.0,940800.0,Mobile Payment App,22592000,13979733.0,8612267.0,0.6187912978045326,46.6,Waspada,1,Mahasiswa Boros / Defisit
331,20,Male,Sophomore,Computer Science,14512000,7488000,1790933.0,4209600.0,851200.0,816000.0,403200.0,211200.0,263200.0,1267200.0,884800.0,1047200.0,Credit/Debit Card,22000000,11744533.0,10255467.0,0.5338424090909091,59.85,Waspada,0,Mahasiswa Mapan & Hemat
332,18,Male,Freshman,Computer Science,13536000,10736000,2574400.0,4454400.0,1433600.0,292800.0,729600.0,100800.0,431200.0,1152000.0,744800.0,800800.0,Mobile Payment App,24272000,12714400.0,11557600.0,0.523829927488464,60.9,Waspada,0,Mahasiswa Mapan & Hemat
333,18,Female,Sophomore,Biology,18800000,15408000,2912533.0,2390400.0,1220800.0,388800.0,1164800.0,124800.0,336000.0,2131200.0,800800.0,134400.0,Cash,34208000,11604533.0,22603467.0,0.3392344773152479,66.77,Sangat Sehat,0,Mahasiswa Mapan & Hemat
334,25,Male,Freshman,Biology,10544000,14288000,3113067.0,4161600.0,795200.0,369600.0,1043200.0,504000.0,442400.0,1324800.0,929600.0,784000.0,Credit/Debit Card,24832000,13467467.0,11364533.0,0.5423432264819588,55.49,Waspada,0,Mahasiswa Mapan & Hemat
335,18,Non-binary,Sophomore,Economics,23808000,7872000,2765333.0,2160000.0,851200.0,576000.0,1395200.0,436800.0,453600.0,1850400.0,280000.0,218400.0,Cash,31680000,10986933.0,20693067.0,0.34680975378787876,65.92,Stabil,0,Mahasiswa Mapan & Hemat
336,22,Female,Senior,Psychology,19040000,3104000,2723733.0,2318400.0,1674400.0,859200.0,1107200.0,144000.0,380800.0,1036800.0,952000.0,666400.0,Cash,22144000,11862933.0,10281067.0,0.5357177113439306,56.84,Waspada,0,Mahasiswa Mapan & Hemat
337,19,Female,Junior,Psychology,11872000,8688000,2820267.0,3705600.0,700000.0,777600.0,787200.0,604800.0,285600.0,676800.0,632800.0,397600.0,Credit/Debit Card,20560000,11388267.0,9171733.0,0.5539040369649806,55.66,Waspada,0,Mahasiswa Mapan & Hemat
338,23,Non-binary,Freshman,Psychology,14624000,10608000,1741333.0,3883200.0,980000.0,288000.0,800000.0,100800.0,453600.0,972000.0,1086400.0,862400.0,Credit/Debit Card,25232000,11167733.0,14064267.0,0.4426019736842105,66.13,Stabil,0,Mahasiswa Mapan & Hemat
339,19,Male,Freshman,Biology,23760000,848000,1951467.0,3124800.0,1237600.0,950400.0,793600.0,676800.0,476000.0,2109600.0,319200.0,957600.0,Cash,24608000,12597067.0,12010933.0,0.5119094197009103,60.78,Waspada,0,Mahasiswa Mapan & Hemat
340,20,Female,Junior,Biology,9312000,10848000,2234667.0,3465600.0,627200.0,902400.0,620800.0,638400.0,369600.0,496800.0,733600.0,823200.0,Credit/Debit Card,20160000,10912267.0,9247733.0,0.5412830853174603,57.51,Waspada,0,Mahasiswa Mapan & Hemat
341,19,Non-binary,Junior,Engineering,23488000,6640000,2540800.0,2942400.0,644000.0,753600.0,774400.0,148800.0,492800.0,554400.0,313600.0,655200.0,Credit/Debit Card,30128000,9820000.0,20308000.0,0.3259426447158789,70.22,Sangat Sehat,0,Mahasiswa Mapan & Hemat
342,25,Female,Sophomore,Computer Science,16336000,1488000,2002667.0,2457600.0,582400.0,902400.0,934400.0,494400.0,352800.0,1317600.0,716800.0,190400.0,Cash,17824000,9951467.0,7872533.0,0.5583183909335727,53.28,Waspada,0,Mahasiswa Mapan & Hemat
343,24,Male,Freshman,Computer Science,12160000,4496000,2521067.0,3945600.0,2206400.0,422400.0,1222400.0,240000.0,268800.0,1152000.0,1052800.0,453600.0,Mobile Payment App,16656000,13485067.0,3170933.0,0.8096221781940441,29.3,Bahaya,1,Mahasiswa Boros / Defisit
344,24,Non-binary,Freshman,Economics,15504000,5936000,2011200.0,4267200.0,1881600.0,283200.0,1907200.0,168000.0,498400.0,1447200.0,414400.0,420000.0,Cash,21440000,13298400.0,8141600.0,0.6202611940298507,48.07,Waspada,1,Mahasiswa Boros / Defisit
345,23,Female,Senior,Biology,15840000,6896000,2051200.0,2851200.0,1848000.0,427200.0,729600.0,259200.0,403200.0,590400.0,739200.0,700000.0,Mobile Payment App,22736000,10599200.0,12136800.0,0.46618578465869104,65.86,Stabil,0,Mahasiswa Mapan & Hemat
346,23,Non-binary,Sophomore,Engineering,20864000,7312000,2261333.0,4214400.0,621600.0,792000.0,550400.0,590400.0,229600.0,864000.0,694400.0,151200.0,Cash,28176000,10969333.0,17206667.0,0.3893147714366837,69.82,Sangat Sehat,0,Mahasiswa Mapan & Hemat
347,23,Male,Sophomore,Biology,12880000,0,2538133.0,1963200.0,1428000.0,484800.0,1824000.0,235200.0,252000.0,640800.0,644000.0,722400.0,Credit/Debit Card,12880000,10732533.0,2147467.0,0.8332711956521739,23.51,Bahaya,1,Mahasiswa Boros / Defisit
348,25,Male,Senior,Engineering,18864000,3568000,2164267.0,4569600.0,1904000.0,566400.0,416000.0,580800.0,285600.0,1252800.0,229600.0,991200.0,Credit/Debit Card,22432000,12960267.0,9471733.0,0.5777579796718972,55.11,Waspada,1,Mahasiswa Boros / Defisit
349,18,Non-binary,Senior,Computer Science,9168000,4784000,1601600.0,4214400.0,1282400.0,628800.0,1004800.0,278400.0,492800.0,381600.0,1019200.0,1064000.0,Mobile Payment App,13952000,11968000.0,1984000.0,0.8577981651376146,26.02,Bahaya,1,Mahasiswa Boros / Defisit
350,25,Female,Senior,Psychology,13488000,64000,2616533.0,4171200.0,1265600.0,940800.0,422400.0,393600.0,548800.0,2080800.0,324800.0,828800.0,Mobile Payment App,13552000,13593333.0,-41333.0,1.0030499557260921,14.08,Bahaya,1,Mahasiswa Boros / Defisit
351,23,Non-binary,Junior,Biology,17360000,12720000,1629867.0,2404800.0,952000.0,652800.0,992000.0,336000.0,257600.0,1382400.0,498400.0,212800.0,Mobile Payment App,30080000,9318667.0,20761333.0,0.30979611037234045,70.52,Sangat Sehat,0,Mahasiswa Mapan & Hemat
352,23,Female,Freshman,Biology,9280000,12336000,2020800.0,3393600.0,1803200.0,816000.0,1561600.0,547200.0,420000.0,568800.0,1052800.0,599200.0,Credit/Debit Card,21616000,12783200.0,8832800.0,0.5913767579570688,51.19,Waspada,1,Mahasiswa Boros / Defisit
353,25,Female,Sophomore,Computer Science,15600000,10080000,2552000.0,3326400.0,1769600.0,849600.0,1683200.0,580800.0,347200.0,1677600.0,834400.0,179200.0,Cash,25680000,13800000.0,11880000.0,0.5373831775700935,57.26,Waspada,0,Mahasiswa Mapan & Hemat
354,23,Male,Senior,Psychology,9632000,9728000,2422400.0,3984000.0,2116800.0,398400.0,1465600.0,628800.0,302400.0,1195200.0,812000.0,896000.0,Credit/Debit Card,19360000,14221600.0,5138400.0,0.7345867768595041,35.17,Bahaya,1,Mahasiswa Boros / Defisit
355,23,Non-binary,Senior,Economics,17648000,13968000,2539200.0,3220800.0,2206400.0,580800.0,1376000.0,537600.0,263200.0,849600.0,666400.0,644000.0,Cash,31616000,12884000.0,18732000.0,0.40751518218623484,67.69,Sangat Sehat,0,Mahasiswa Mapan & Hemat
356,20,Non-binary,Freshman,Psychology,13056000,3728000,2084800.0,4555200.0,761600.0,792000.0,339200.0,283200.0,168000.0,1980000.0,1024800.0,179200.0,Mobile Payment App,16784000,12168000.0,4616000.0,0.724976167778837,37.44,Bahaya,1,Mahasiswa Boros / Defisit
357,24,Male,Freshman,Engineering,16256000,3216000,2689067.0,2908800.0,795200.0,259200.0,1203200.0,508800.0,358400.0,1166400.0,224000.0,470400.0,Cash,19472000,10583467.0,8888533.0,0.543522339769926,54.69,Waspada,0,Mahasiswa Mapan & Hemat
358,23,Non-binary,Junior,Engineering,15504000,5232000,1839467.0,2476800.0,1747200.0,873600.0,1190400.0,120000.0,246400.0,1339200.0,655200.0,918400.0,Cash,20736000,11406667.0,9329333.0,0.5500900366512346,55.94,Waspada,0,Mahasiswa Mapan & Hemat
359,21,Non-binary,Junior,Computer Science,14688000,13296000,3164800.0,4555200.0,2189600.0,388800.0,812800.0,580800.0,358400.0,1980000.0,789600.0,890400.0,Credit/Debit Card,27984000,15710400.0,12273600.0,0.5614065180102916,54.6,Waspada,1,Mahasiswa Boros / Defisit
360,23,Non-binary,Senior,Computer Science,15712000,3312000,2345067.0,3408000.0,890400.0,566400.0,569600.0,523200.0,487200.0,1620000.0,364000.0,386400.0,Mobile Payment App,19024000,11160267.0,7863733.0,0.586641452901598,50.75,Waspada,1,Mahasiswa Boros / Defisit
361,25,Male,Junior,Computer Science,16336000,14592000,3188800.0,3768000.0,1640800.0,412800.0,1459200.0,153600.0,257600.0,972000.0,571200.0,403200.0,Cash,30928000,12827200.0,18100800.0,0.4147439213657527,67.03,Sangat Sehat,0,Mahasiswa Mapan & Hemat
362,22,Female,Sophomore,Psychology,8336000,14144000,3040533.0,4396800.0,1915200.0,840000.0,1414400.0,412800.0,257600.0,410400.0,627200.0,151200.0,Mobile Payment App,22480000,13466133.0,9013867.0,0.599027268683274,52.05,Waspada,1,Mahasiswa Boros / Defisit
363,24,Female,Freshman,Computer Science,23104000,14096000,1984533.0,2198400.0,1506400.0,336000.0,569600.0,345600.0,280000.0,1310400.0,453600.0,728000.0,Mobile Payment App,37200000,9712533.0,27487467.0,0.2610895967741935,72.04,Sangat Sehat,0,Mahasiswa Mapan & Hemat
364,21,Male,Sophomore,Psychology,10336000,7792000,2249600.0,3945600.0,694400.0,355200.0,691200.0,249600.0,543200.0,489600.0,588000.0,268800.0,Credit/Debit Card,18128000,10075200.0,8052800.0,0.5557811120917917,56.62,Waspada,0,Mahasiswa Mapan & Hemat
365,21,Female,Freshman,Economics,20736000,2128000,1988267.0,2227200.0,1187200.0,883200.0,1907200.0,345600.0,296800.0,1425600.0,621600.0,756000.0,Mobile Payment App,22864000,11638667.0,11225333.0,0.5090389695591323,59.65,Waspada,0,Mahasiswa Mapan & Hemat
366,18,Non-binary,Freshman,Economics,21760000,3552000,3071467.0,3888000.0,918400.0,734400.0,492800.0,288000.0,554400.0,1296000.0,991200.0,800800.0,Mobile Payment App,25312000,13035467.0,12276533.0,0.5149915850189634,60.41,Waspada,0,Mahasiswa Mapan & Hemat
367,19,Female,Senior,Biology,17968000,80000,2883733.0,1939200.0,1932000.0,585600.0,1196800.0,350400.0,112000.0,1548000.0,957600.0,1064000.0,Cash,18048000,12569333.0,5478667.0,0.6964391068262411,35.86,Bahaya,1,Mahasiswa Boros / Defisit
